@timestamp,@message,SERVER,IP,USER,DATE,METHOD,STATUS,LATENCY
2022-01-13 00:56:29.361,https://www.toctoc.com/  66.249.80.126 - anonymus [2022-01-12 21:54:00] [GET /home/index HTTP/1.0] 200 322 ms,https://www.toctoc.com/, 66.249.80.126,anonymus,2022-01-12 21:54:00,GET /home/index HTTP/1.0,200,322
2022-01-13 00:56:29.311,https://www.toctoc.com/  66.249.80.122 - anonymus [2022-01-12 21:53:59] [GET /home/index HTTP/1.0] 200 301 ms,https://www.toctoc.com/, 66.249.80.122,anonymus,2022-01-12 21:53:59,GET /home/index HTTP/1.0,200,301
2022-01-13 00:56:29.267,https://www.toctoc.com/ 201.219.236.156 - anonymus [2022-01-12 21:53:57] [GET /resultados/mapa HTTP/1.0] 200 80 ms,https://www.toctoc.com/,201.219.236.156,anonymus,2022-01-12 21:53:57,GET /resultados/mapa HTTP/1.0,200,80
2022-01-13 00:56:29.217,https://www.toctoc.com/ 66.102.8.221 - anonymus [2022-01-12 21:53:55] [GET /home/index HTTP/1.0] 200 395 ms,https://www.toctoc.com/,66.102.8.221,anonymus,2022-01-12 21:53:55,GET /home/index HTTP/1.0,200,395
2022-01-13 00:56:29.166,https://www.toctoc.com/ 66.102.8.198 - anonymus [2022-01-12 21:53:55] [GET /home/index HTTP/1.0] 200 333 ms,https://www.toctoc.com/,66.102.8.198,anonymus,2022-01-12 21:53:55,GET /home/index HTTP/1.0,200,333
2022-01-13 00:56:29.124,https://www.toctoc.com/ 186.106.29.92 - 366458 [2022-01-12 21:53:53] [GET /home/index HTTP/1.0] 200 684 ms,https://www.toctoc.com/,186.106.29.92,366458,2022-01-12 21:53:53,GET /home/index HTTP/1.0,200,684
2022-01-13 00:56:26.644,https://www.toctoc.com/ 186.105.48.215 - anonymus [2022-01-12 21:54:35] [GET /home/index HTTP/1.0] 200 337 ms,https://www.toctoc.com/,186.105.48.215,anonymus,2022-01-12 21:54:35,GET /home/index HTTP/1.0,200,337
2022-01-13 00:56:26.457,https://www.toctoc.com/ 191.126.30.76 - anonymus [2022-01-12 21:54:32] [GET /resultados/mapa HTTP/1.0] 200 118 ms,https://www.toctoc.com/,191.126.30.76,anonymus,2022-01-12 21:54:32,GET /resultados/mapa HTTP/1.0,200,118
2022-01-13 00:56:26.402,https://www.toctoc.com/ 69.162.124.227 - anonymus [2022-01-12 21:54:31] [GET /home/index HTTP/1.0] 200 489 ms,https://www.toctoc.com/,69.162.124.227,anonymus,2022-01-12 21:54:31,GET /home/index HTTP/1.0,200,489
2022-01-13 00:56:26.319,https://www.toctoc.com/ 45.232.93.192 - anonymus [2022-01-12 21:54:27] [GET /home/index HTTP/1.0] 200 328 ms,https://www.toctoc.com/,45.232.93.192,anonymus,2022-01-12 21:54:27,GET /home/index HTTP/1.0,200,328
